namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_striker_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Lunae,,,,,,Tutelae Currus,Pilum Lunae,Tutelae Tenacitas,,,,Vis Felicitatis,,,,,,,,,,Fist of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currus Solis,,,,,,Tutelae Virtus,Currus Solis,Tonitrus Martis,,,,Victoriae Ira,,,,,,,,,,Mercury's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Neptuni,,,,,,Tutelae Gladius,Scutum Neptuni,Vigilia Honoris,,,,Carrus Justitiae,,,,,,,,,,Will of Bacchus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Solis,,,,,,Tutelae Imperium,Fulmen Solis,Sagitta Felicitatis,,,,Justitiae Pilum,,,,,,,,,,Fist of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Martis,,,,,,Tutelae Ignis,Hasta Martis,Disciplinae Pugio,,,,Quirini Ira,,,,,,,,,,Janus's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Ianus,,,,,,Tutelae Vigilia,Audacia Ianus,Pugnus Praetoriae,,,,Gladius Martis,,,,,,,,,,Will of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Veneris,,,,,,Tutelae Sagitta,Vigilia Veneris,Pugnus Victoriae,,,,Vigilia Volusiani,,,,,,,,,,Janus's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Bacchi,,,,,,Tutelae Pugio,Furor Bacchi,Vox Praetoriae,,,,Voluntas Vindex,,,,,,,,,,Faunus's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitru Mercurii,,,,,,Tutelae Pilum,Tonitru Mercurii,Pugnus Metus,,,,Quirini Pugio,,,,,,,,,,Minerva's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Lunae,,,,,,Tutelae Spatha,Voluntas Lunae,Currus Martis,,,,Ira Scipionis,,,,,,,,,,Vulcan's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Iunonis,,,,,,Tutelae Hasta,Gladius Iunonis,Vindex Valor,,,,Pugnus Bellonae,,,,,,,,,,Juno's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Telluris,,,,,,Tutelae Scutum,Pilum Telluris,Ira Manii,,,,Ultoris Scutum,,,,,,,,,,Juno's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Solis,,,,,,Tutelae Furor,Spatha Solis,Fulmen Vindex,,,,Justitiae Scutum,,,,,,,,,,Mars's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitru Fauni,,,,,,Tutelae Ira,Tonitru Fauni,Virtus Fidei,,,,Honoris Audacia,,,,,,,,,,Bolt of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Mercurii,,,,,,Tutelae Valor,Gladius Mercurii,Justitiae Ira,,,,Disciplinae Currus,,,,,,,,,,Jupiter's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Dianae,,,,,,Tutelae Tenacitas,Scutum Dianae,Tychon Tonitrua,,,,Tychon Scutum,,,,,,,,,,Mars's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Fortunae,,,,,,Tutelae Audacia,Vigilia Fortunae,Spatha Manii,,,,Ignis Concordiae,,,,,,,,,,Cupid's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Mercurii,,,,,,Tutelae Iracundia,Pugnus Mercurii,Hasta Volusiani,,,,Praetoriae Gladius,,,,,,,,,,Vesta's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Veneris,,,,,,Tutelae Tempestas,Imperium Veneris,Disciplinae Vigilia,,,,Currus Martis,,,,,,,,,,Bolt of Neptune,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Lunae,,,,,,Tutelae Tonitru,Ignis Lunae,Disciplinae Tonitru,,,,Scutum Victoriae,,,,,,,,,,Mercury's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Junonis,,,,,,Metus Currus,Ignis Junonis,Fulmen Quirini,,,,Hasta Virtutis,,,,,,,,,,Fist of Faunus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Vestae,,,,,,Metus Virtus,Vis Vestae,Fulmen Manii,,,,Honoris Valor,,,,,,,,,,Voice of Neptune,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Telluris,,,,,,Metus Gladius,Tempestas Telluris,Vindex Vigilia,,,,Victoriae Pugio,,,,,,,,,,Mars's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Junonis,,,,,,Metus Imperium,Pugnus Junonis,Victoriae Scutum,,,,Pugnus Honoris,,,,,,,,,,Minerva's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Mercurii,,,,,,Metus Ignis,Ira Mercurii,Furor Victoriae,,,,Praetoriae Currus,,,,,,,,,,Vesta's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Jovis,,,,,,Metus Vigilia,Scutum Jovis,Praetoriae Currus,,,,Vindex Scutum,,,,,,,,,,Saturn's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Junonis,,,,,,Metus Sagitta,Furor Junonis,Praetoriae Tempestas,,,,Gladius Honoris,,,,,,,,,,Pluto's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Dianae,,,,,,Metus Pugio,Hasta Dianae,Tonitrus Fidei,,,,Voluntas Iustitiae,,,,,,,,,,Cupid's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Plutonis,,,,,,Metus Pilum,Sagitta Plutonis,Ira Felicitatis,,,,Justitiae Pugio,,,,,,,,,,Diana's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Fortunae,,,,,,Metus Spatha,Spatha Fortunae,Praetoriae Scutum,,,,Metus Imperium,,,,,,,,,,Apollo's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Apollinis,,,,,,Metus Hasta,Tenacitas Apollinis,Audacia Bellonae,,,,Ultoris Ignis,,,,,,,,,,Ceres's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitrua Ianus,,,,,,Metus Scutum,Tonitrua Ianus,Disciplinae Ira,,,,Disciplinae Spatha,,,,,,,,,,Diana's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Plutonis,,,,,,Metus Furor,Spatha Plutonis,Sagitta Victoriae,,,,Ira Virtutis,,,,,,,,,,Jupiter's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Telluris,,,,,,Metus Ira,Ignis Telluris,Disciplinae Tenacitas,,,,Furor Fortunae,,,,,,,,,,Neptune's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Cereis,,,,,,Metus Valor,Hasta Cereis,Vis Martis,,,,Quirini Tonitru,,,,,,,,,,Mars's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currus Fauni,,,,,,Metus Tenacitas,Currus Fauni,Timoris Ignis,,,,Metus Valor,,,,,,,,,,Faunus's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Cupidinis,,,,,,Metus Audacia,Gladius Cupidinis,Ignis Bellonae,,,,Ultoris Vigilia,,,,,,,,,,Apollo's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Vestae,,,,,,Metus Iracundia,Sagitta Vestae,Scipio Imperium,,,,Pugnus Concordiae,,,,,,,,,,Luna's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Saturni,,,,,,Metus Tempestas,Scutum Saturni,Praetoriae Tonitru,,,,Praetoriae Scutum,,,,,,,,,,Diana's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Saturni,,,,,,Metus Tonitru,Gladius Saturni,Vindex Tempestas,,,,Praetoriae Ira,,,,,,,,,,Sol's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currus Lunae,,,,,,Quirini Currus,Currus Lunae,Scipio Pilum,,,,Tenacitas Volusiani,,,,,,,,,,Jupiter's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Fauni,,,,,,Quirini Virtus,Pilum Fauni,Pugnus Honoris,,,,Metus Spatha,,,,,,,,,,Will of Cupid,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sagitta Jovis,,,,,,Quirini Gladius,Sagitta Jovis,Praetoriae Imperium,,,,Voluntas Concordiae,,,,,,,,,,Minerva's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Fortunae,,,,,,Quirini Imperium,Voluntas Fortunae,Voluntas Pavoris,,,,Scipio Tempestas,,,,,,,,,,Might of Juno,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Saturni,,,,,,Quirini Ignis,Vis Saturni,Voluntas Fidei,,,,Tempestas Volusiani,,,,,,,,,,Vulcan's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currus Vulcani,,,,,,Quirini Vigilia,Currus Vulcani,Tutelae Tonitru,,,,Praetoriae Ignis,,,,,,,,,,Mercury's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Vulcani,,,,,,Quirini Sagitta,Audacia Vulcani,Disciplinae Ignis,,,,Tenacitas Virtutis,,,,,,,,,,Janus's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currus Neptuni,,,,,,Quirini Pugio,Currus Neptuni,Justitiae Pilum,,,,Currus Victoriae,,,,,,,,,,Bolt of Cupid,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Cupidinis,,,,,,Quirini Pilum,Audacia Cupidinis,Tychon Audacia,,,,Ultoris Furor,,,,,,,,,,Faunus's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitruum Apollinis,,,,,,Quirini Spatha,Tonitruum Apollinis,Pavoris Pilum,,,,Fulmen Tychonis,,,,,,,,,,Saturn's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Telluris,,,,,,Quirini Hasta,Vis Telluris,Tutelae Spatha,,,,Tychon Imperium,,,,,,,,,,Ceres's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Minervae,,,,,,Quirini Scutum,Fulmen Minervae,Disciplinae Imperium,,,,Currus Virtutis,,,,,,,,,,Jupiter's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Lunae,,,,,,Quirini Furor,Imperium Lunae,Disciplinae Spatha,,,,Scutum Bellonae,,,,,,,,,,Bolt of Fortuna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Lunae,,,,,,Quirini Ira,Vigilia Lunae,Tutelae Ignis,,,,Virtus Virtutis,,,,,,,,,,Voice of Faunus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitruum Junonis,,,,,,Quirini Valor,Tonitruum Junonis,Justitiae Tonitruum,,,,Ira Concordiae,,,,,,,,,,Voice of Mercury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonitruum Solis,,,,,,Quirini Tenacitas,Tonitruum Solis,Imperium Manii,,,,Tutelae Gladius,,,,,,,,,,Wrath of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Saturni,,,,,,Quirini Audacia,Pugio Saturni,Pugnus Quirini,,,,Gladius Manii,,,,,,,,,,Minerva's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Junonis,,,,,,Quirini Iracundia,Scutum Junonis,Tenacitas Volusiani,,,,Vigilia Martis,,,,,,,,,,Pluto's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procella Neptuni,,,,,,Quirini Tempestas,Procella Neptuni,Vindex Tonitrua,,,,Vis Honoris,,,,,,,,,,Bacchus's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currus Apollinis,,,,,,Quirini Tonitru,Currus Apollinis,Tonitru Volusiani,,,,Furor Victoriae,,,,,,,,,,Apollo's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Mercurii,,,,,,Vindex Currus,Pilum Mercurii,Disciplinae Currus,,,,Vindex Valor,,,,,,,,,,Minerva's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Lunae,,,,,,Vindex Virtus,Gladius Lunae,Spatha Volusiani,,,,Audacia Victoriae,,,,,,,,,,Vulcan's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Mercurii,,,,,,Vindex Gladius,Voluntas Mercurii,Scutum Virtutis,,,,Victoriae Sagitta,,,,,,,,,,Janus's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Bacchi,,,,,,Vindex Imperium,Pilum Bacchi,Ira Martis,,,,Honoris Tenacitas,,,,,,,,,,Mercury's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Dianae,,,,,,Vindex Ignis,Virtus Dianae,Virtus Volusiani,,,,Fulmen Honoris,,,,,,,,,,Faunus's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Martis,,,,,,Vindex Vigilia,Fulmen Martis,Ira Tutelae,,,,Tonitrua Manii,,,,,,,,,,Diana's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Cupidinis,,,,,,Vindex Sagitta,Pilum Cupidinis,Fulmen Fortunae,,,,Furor Pavoris,,,,,,,,,,Fist of Neptune,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Telluris,,,,,,Vindex Pugio,Vox Telluris,Tutelae Virtus,,,,Fulmen Metus,,,,,,,,,,Jupiter's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Plutonis,,,,,,Vindex Pilum,Pugnus Plutonis,Pugnus Disciplinae,,,,Scipio Pugio,,,,,,,,,,Vesta's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Ianus,,,,,,Vindex Spatha,Furor Ianus,Quirini Tenacitas,,,,Ire Volusiani,,,,,,,,,,Minerva's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Saturni,,,,,,Vindex Hasta,Vox Saturni,Voluntas Martis,,,,Furor Fidei,,,,,,,,,,Might of Ceres,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Currus Jovis,,,,,,Vindex Scutum,Currus Jovis,Ira Concordiae,,,,Ira Timoris,,,,,,,,,,Sol's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasta Neptuni,,,,,,Vindex Furor,Hasta Neptuni,Scipio Spatha,,,,Disciplinae Virtus,,,,,,,,,,Tellus's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Telluris,,,,,,Vindex Ira,Spatha Telluris,Procella Concordiae,,,,Sagitta Honoris,,,,,,,,,,Bacchus's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Solis,,,,,,Vindex Valor,Vigilia Solis,Voluntas Virtutis,,,,Disciplinae Imperium,,,,,,,,,,Tellus's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Solis,,,,,,Vindex Tenacitas,Voluntas Solis,Pugnus Fortunae,,,,Justitiae Spatha,,,,,,,,,,Sol's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procella Ianus,,,,,,Vindex Audacia,Procella Ianus,Quirini Furor,,,,Tutelae Currus,,,,,,,,,,Bolt of Jupiter,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vis Martis,,,,,,Vindex Tempestas,Vis Martis,Pilum Volusiani,,,,Metus Tonitru,,,,,,,,,,Bolt of Janus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vigilia Martis,,,,,,Vindex Tonitrua,Vigilia Martis,Vigilia Concordiae,,,,Vigilia Bellonae,,,,,,,,,,Juno's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Telluris,,,,,,Tychon Currus,Voluntas Telluris,Pavoris Tenacitas,,,,Vindex Ignis,,,,,,,,,,Might of Luna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Vulcani,,,,,,Tychon Virtus,Imperium Vulcani,Imperium Honoris,,,,Vindex Vigilia,,,,,,,,,,Janus's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tempestas Minervae,,,,,,Tychon Gladius,Tempestas Minervae,Virtus Honoris,,,,Pavoris Imperium,,,,,,,,,,Vulcan's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntas Saturni,,,,,,Tychon Imperium,Voluntas Saturni,Tutelae Imperium,,,,Tutelae Scutum,,,,,,,,,,Pluto's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Cereis,,,,,,Tychon Ignis,Furor Cereis,Ignis Honoris,,,,Ira Victoriae,,,,,,,,,,Jupiter's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulmen Jovis,,,,,,Tychon Vigilia,Fulmen Jovis,Vis Praetoriae,,,,Tychon Sagitta,,,,,,,,,,Apollo's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Vestae,,,,,,Tychon Sagitta,Audacia Vestae,Justitiae Pugio,,,,Fulmen Martis,,,,,,,,,,Juno's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vox Neptuni,,,,,,Tychon Pugio,Vox Neptuni,Vis Disciplinae,,,,Fulmen Scipionis,,,,,,,,,,Tellus's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Solis,,,,,,Tychon Pilum,Tenacitas Solis,Voluntas Metus,,,,Disciplinae Gladius,,,,,,,,,,Wrath of Diana,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Fortunae,,,,,,Tychon Spatha,Ignis Fortunae,Justitiae Gladius,,,,Scipio Ira,,,,,,,,,,Mars's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenacitas Plutonis,,,,,,Tychon Hasta,Tenacitas Plutonis,Disciplinae Valor,,,,Virtus Volusiani,,,,,,,,,,Fist of Ceres,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Apollinis,,,,,,Tychon Scutum,Virtus Apollinis,Vox Martis,,,,Hasta Martis,,,,,,,,,,Fortuna's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imperium Jovis,,,,,,Tychon Furor,Imperium Jovis,Scutum Martis,,,,Ignis Honoris,,,,,,,,,,Might of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtus Junonis,,,,,,Tychon Tenacitas,Virtus Junonis,Sagitta Volusiani,,,,Quirini Tempestas,,,,,,,,,,Vesta's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatha Fauni,,,,,,Tychon Audacia,Spatha Fauni,Ultoris Audacia,,,,Ultoris Sagitta,,,,,,,,,,Fortuna's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Dianae,,,,,,Tychon Ira,Pugnus Dianae,Spatha Felicitatis,,,,Audacia Felicitatis,,,,,,,,,,Sol's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilum Veneris,,,,,,Tychon Tempestas,Pilum Veneris,Vigilia Victoriae,,,,Ira Vindex,,,,,,,,,,Vesta's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Jovis,,,,,,Tychon Tonitrua,Audacia Jovis,Metus Ira,,,,Pugnus Ultoris,,,,,,,,,,Venus's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procella Junonis,,,,,,Scipio Currus,Procella Junonis,Metus Spatha,,,,Vox Timoris,,,,,,,,,,Pluto's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Bacchi,,,,,,Scipio Virtus,Ira Bacchi,Vindex Furor,,,,Pugio Volusiani,,,,,,,,,,Juno's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Plutonis,,,,,,Scipio Gladius,Gladius Plutonis,Pugio Bellonae,,,,Ira Quirini,,,,,,,,,,Fortuna's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Plutonis,,,,,,Scipio Imperium,Audacia Plutonis,Victoriae Vigilia,,,,Justitiae Tempestas,,,,,,,,,,Juno's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugnus Apollinis,,,,,,Scipio Ignis,Pugnus Apollinis,Victoriae Valor,,,,Ira Felicitatis,,,,,,,,,,Tellus's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Telluris,,,,,,Scipio Vigilia,Audacia Telluris,Pavoris Pugio,,,,Hasta Volusiani,,,,,,,,,,Ceres's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Minervae,,,,,,Scipio Sagitta,Pugio Minervae,Tychon Ira,,,,Fulmen Disciplinae,,,,,,,,,,Voice of Mars,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Furor Cupidinis,,,,,,Scipio Pugio,Furor Cupidinis,Audacia Fidei,,,,Victoriae Tenacitas,,,,,,,,,,Apollo's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Martis,,,,,,Scipio Pilum,Audacia Martis,Spatha Fortunae,,,,Hasta Victoriae,,,,,,,,,,Wrath of Bacchus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procella Minervae,,,,,,Scipio Spatha,Procella Minervae,Tutelae Audacia,,,,Furor Felicitatis,,,,,,,,,,Fortuna's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladius Jovis,,,,,,Scipio Hasta,Gladius Jovis,Justitiae Vigilia,,,,Tutelae Tonitru,,,,,,,,,,Venus's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignis Ianus,,,,,,Scipio Scutum,Ignis Ianus,Ultoris Ignis,,,,Victoriae Spatha,,,,,,,,,,Voice of Fortuna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pugio Fauni,,,,,,Scipio Furor,Pugio Fauni,Ultoris Pilum,,,,Praetoriae Audacia,,,,,,,,,,Mercury's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scutum Cupidinis,,,,,,Scipio Tenacitas,Scutum Cupidinis,Victoriae Pugio,,,,Spatha Manii,,,,,,,,,,Tellus's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audacia Lunae,,,,,,Scipio Audacia,Audacia Lunae,Fulmen Pavoris,,,,Scipio Virtus,,,,,,,,,,Fortuna's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ira Cereis,,,,,,Scipio Ira,Ira Cereis,Furor Martis,,,,Imperium Victoriae,,,,,,,,,,Luna's Tempest,,,
