namelist_title,namelist_author,namelist_id,an_assault_army,an_clone_army,an_defense_army,an_gene_warrior_army,an_industrial_army,an_machine_assault_1,an_machine_assault_2,an_machine_assault_3,an_machine_defense,an_occupation_army,an_postatomic_army,an_primitive_army,an_psionic_army,an_robotic_army,an_robotic_defense_army,an_robotic_occupation_army,an_slave_army,an_undead_army,an_xenomorph_army,cn_first_names_female,cn_first_names_male,cn_regnal_first_names_female,cn_regnal_first_names_male,cn_regnal_second_names,cn_second_names,fn_fleet_names,fn_random_names,pn_alpine_planets,pn_arctic_planets,pn_arid_planets,pn_continental_planets,pn_desert_planets,pn_gaia_planets,pn_generic_planets,pn_ocean_planets,pn_savannah_planets,pn_tropical_planets,pn_tundra_planets,sn_battle_cruiser,sn_battleship,sn_carrier,sn_colonizer,sn_colossus,sn_constructor,sn_corvette,sn_cruiser,sn_destroyer,sn_dreadnought,sn_exploration_ship,sn_flagship,sn_frigate,sn_generic,sn_headquarters,sn_ion_cannon,sn_juggernaut,sn_military_station_large,sn_military_station_medium,sn_military_station_small,sn_science,sn_sponsored_colonizer,sn_striker_cruiser,sn_titan,sn_transport,sn_xl_cannon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Vigil,,,,,,Praetoria's Fury,Diana's Storm,Metus's Audacity,,,,Ultor's Vigil,,,,,,,,,,Will of Bacchus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Sagitta,,,,,,Praetoria's Rage,Sol's Pilum,Fortuna's Hasta,,,,Voice of Honos,,,,,,,,,,Fist of Saturn,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Janus,,,,,,Praetoria's Valor,Sol's Valor,Tychon's Pugio,,,,Fortuna's Spatha,,,,,,,,,,Janus's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Pugio,,,,,,Praetoria's Tenacity,Faunus's Hasta,Praetoria's Storm,,,,Voice of Manius,,,,,,,,,,Will of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Diana,,,,,,Praetoria's Audacity,Vulcan's Gladius,Voice of Pavor,,,,Honos's Spatha,,,,,,,,,,Janus's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Neptune,,,,,,Praetoria's Ire,Cupid's Chariot,Mars's Scutum,,,,Voice of Fortuna,,,,,,,,,,Faunus's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Fire,,,,,,Praetoria's Storm,Voice of Diana,Concordia's Valor,,,,Pavor's Chariot,,,,,,,,,,Minerva's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Tenacity,,,,,,Praetoria's Tempest,Fist of Cupid,Praetoria's Command,,,,Concordia's Fire,,,,,,,,,,Vulcan's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Janus,,,,,,Praetoria's Thunder,Venus's Courage,Concordia's Spatha,,,,Manius's Sagitta,,,,,,,,,,Juno's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Gladius,,,,,,Tutela's Chariot,Ceres's Tempest,Voice of Virtus,,,,Tychon's Tempest,,,,,,,,,,Juno's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Rage,,,,,,Tutela's Courage,Sol's Tempest,Volusianus's Courage,,,,Concordia's Command,,,,,,,,,,Mars's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Minerva,,,,,,Tutela's Gladius,Might of Diana,Pavor's Sagitta,,,,Will of Ultor,,,,,,,,,,Bolt of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Command,,,,,,Tutela's Command,Janus's Tempest,Bellona's Courage,,,,Voice of Tutela,,,,,,,,,,Jupiter's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Command,,,,,,Tutela's Fire,Janus's Hasta,Fortuna's Gladius,,,,Quirinus's Hasta,,,,,,,,,,Mars's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Tempest,,,,,,Tutela's Vigil,Bacchus's Gladius,Fortuna's Scutum,,,,Bolt of Tychon,,,,,,,,,,Cupid's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Command,,,,,,Tutela's Sagitta,Mars's Pugio,Disciplina's Courage,,,,Voice of Mars,,,,,,,,,,Vesta's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Luna,,,,,,Tutela's Pugio,Venus's Pugio,Metus's Fire,,,,Metus's Storm,,,,,,,,,,Bolt of Neptune,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Pilum,,,,,,Tutela's Pilum,Fist of Neptune,Volusianus's Ire,,,,Quirinus's Courage,,,,,,,,,,Mercury's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Ire,,,,,,Tutela's Spatha,Might of Bacchus,Victoria's Valor,,,,Vindex's Valor,,,,,,,,,,Fist of Faunus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Chariot,,,,,,Tutela's Hasta,Neptune's Fury,Felicitas's Scutum,,,,Victoria's Fury,,,,,,,,,,Voice of Neptune,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Neptune,,,,,,Tutela's Scutum,Cupid's Courage,Might of Bellona,,,,Scipio's Pilum,,,,,,,,,,Mars's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Cupid,,,,,,Tutela's Fury,Vulcan's Vigil,Fides's Spatha,,,,Honos's Pugio,,,,,,,,,,Minerva's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Luna,,,,,,Tutela's Rage,Neptune's Courage,Tychon's Pilum,,,,Might of Victoria,,,,,,,,,,Vesta's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Scutum,,,,,,Tutela's Valor,Faunus's Tempest,Quirinus's Scutum,,,,Metus's Fury,,,,,,,,,,Saturn's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Fury,,,,,,Tutela's Tenacity,Will of Vulcan,Bellona's Valor,,,,Pavor's Gladius,,,,,,,,,,Pluto's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Sagitta,,,,,,Tutela's Audacity,Saturn's Fury,Disciplina's Sagitta,,,,Fortuna's Audacity,,,,,,,,,,Cupid's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Fury,,,,,,Tutela's Ire,Apollo's Storm,Concordia's Storm,,,,Quirinus's Sagitta,,,,,,,,,,Diana's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Spatha,,,,,,Tutela's Storm,Neptune's Spatha,Metus's Tempest,,,,Timor's Spatha,,,,,,,,,,Apollo's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Fire,,,,,,Tutela's Tempest,Neptune's Pilum,Manius's Ire,,,,Vindex's Tempest,,,,,,,,,,Ceres's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Audacity,,,,,,Tutela's Thunder,Apollo's Fire,Concordia's Tempest,,,,Volusianus's Hasta,,,,,,,,,,Diana's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Pilum,,,,,,Metus's Chariot,Mercury's Audacity,Timor's Gladius,,,,Timor's Chariot,,,,,,,,,,Jupiter's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Command,,,,,,Metus's Courage,Fortuna's Ire,Volusianus's Storm,,,,Wrath of Metus,,,,,,,,,,Neptune's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Pugio,,,,,,Metus's Gladius,Mars's Spatha,Will of Fides,,,,Pavor's Sagitta,,,,,,,,,,Mars's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Storm,,,,,,Metus's Command,Mercury's Courage,Quirinus's Courage,,,,Tutela's Tempest,,,,,,,,,,Faunus's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Courage,,,,,,Metus's Fire,Apollo's Ire,Fist of Fortuna,,,,Quirinus's Storm,,,,,,,,,,Apollo's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Pilum,,,,,,Metus's Vigil,Janus's Vigil,Manius's Command,,,,Disciplina's Courage,,,,,,,,,,Luna's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Pilum,,,,,,Metus's Sagitta,Venus's Ire,Virtus's Storm,,,,Fides's Pugio,,,,,,,,,,Diana's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Hasta,,,,,,Metus's Pugio,Vulcan's Fire,Scipio's Pugio,,,,Tutela's Storm,,,,,,,,,,Sol's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Pugio,,,,,,Metus's Pilum,Bolt of Vulcan,Manius's Valor,,,,Honos's Scutum,,,,,,,,,,Jupiter's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulcan's Pilum,,,,,,Metus's Spatha,Luna's Pilum,Justitia's Vigil,,,,Honos's Command,,,,,,,,,,Will of Cupid,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Storm,,,,,,Metus's Hasta,Sol's Chariot,Concordia's Hasta,,,,Virtus's Tenacity,,,,,,,,,,Minerva's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Faunus,,,,,,Metus's Scutum,Neptune's Scutum,Bellona's Tempest,,,,Bellona's Audacity,,,,,,,,,,Might of Juno,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Pilum,,,,,,Metus's Fury,Bolt of Sol,Ultor's Thunder,,,,Might of Manius,,,,,,,,,,Vulcan's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Courage,,,,,,Metus's Rage,Mars's Hasta,Bolt of Praetoria,,,,Quirinus's Command,,,,,,,,,,Mercury's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Scutum,,,,,,Metus's Valor,Janus's Audacity,Fides's Hasta,,,,Pavor's Valor,,,,,,,,,,Janus's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Valor,,,,,,Metus's Tenacity,Venus's Vigil,Bolt of Manius,,,,Virtus's Hasta,,,,,,,,,,Bolt of Cupid,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Ire,,,,,,Metus's Audacity,Wrath of Bacchus,Pavor's Ire,,,,Volusianus's Audacity,,,,,,,,,,Faunus's Vigil,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Audacity,,,,,,Metus's Ire,Mercury's Thunder,Justitia's Sagitta,,,,Will of Praetoria,,,,,,,,,,Saturn's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Venus,,,,,,Metus's Storm,Will of Luna,Scipio's Thunder,,,,Might of Vindex,,,,,,,,,,Ceres's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Sagitta,,,,,,Metus's Tempest,Juno's Gladius,Will of Pavor,,,,Timor's Tenacity,,,,,,,,,,Jupiter's Scutum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Thunder,,,,,,Metus's Thunder,Tellus's Pilum,Manius's Tenacity,,,,Concordia's Storm,,,,,,,,,,Bolt of Fortuna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Scutum,,,,,,Quirinus's Chariot,Sol's Ire,Fist of Praetoria,,,,Will of Pavor,,,,,,,,,,Voice of Faunus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Tenacity,,,,,,Quirinus's Courage,Sol's Spatha,Justitia's Pilum,,,,Praetoria's Valor,,,,,,,,,,Voice of Mercury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Hasta,,,,,,Quirinus's Gladius,Faunus's Thunder,Scipio's Spatha,,,,Voice of Virtus,,,,,,,,,,Wrath of Apollo,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apollo's Vigil,,,,,,Quirinus's Command,Mercury's Gladius,Tutela's Hasta,,,,Concordia's Rage,,,,,,,,,,Minerva's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Pugio,,,,,,Quirinus's Fire,Diana's Scutum,Wrath of Tutela,,,,Disciplina's Thunder,,,,,,,,,,Pluto's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturn's Sagitta,,,,,,Quirinus's Vigil,Fortuna's Vigil,Quirinus's Pilum,,,,Fides's Spatha,,,,,,,,,,Bacchus's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Audacity,,,,,,Quirinus's Sagitta,Fist of Mercury,Fist of Tychon,,,,Quirinus's Chariot,,,,,,,,,,Apollo's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Mars,,,,,,Quirinus's Pugio,Venus's Command,Mars's Spatha,,,,Ultor's Scutum,,,,,,,,,,Minerva's Pugio,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Diana,,,,,,Quirinus's Pilum,Luna's Fire,Wrath of Mars,,,,Tutela's Courage,,,,,,,,,,Vulcan's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Pilum,,,,,,Quirinus's Spatha,Juno's Fire,Mars's Hasta,,,,Vindex's Spatha,,,,,,,,,,Janus's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Courage,,,,,,Quirinus's Hasta,Might of Vesta,Fides's Audacity,,,,Scipio's Spatha,,,,,,,,,,Mercury's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Ire,,,,,,Quirinus's Scutum,Apollo's Tempest,Justitia's Gladius,,,,Vindex's Vigil,,,,,,,,,,Faunus's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Vesta,,,,,,Quirinus's Fury,Tellus's Tempest,Fides's Tempest,,,,Mars's Chariot,,,,,,,,,,Diana's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Rage,,,,,,Quirinus's Rage,Fist of Juno,Bellona's Ire,,,,Victoria's Rage,,,,,,,,,,Fist of Neptune,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Vigil,,,,,,Quirinus's Valor,Mercury's Valor,Vindex's Thunder,,,,Pavor's Command,,,,,,,,,,Jupiter's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Venus,,,,,,Quirinus's Tenacity,Wrath of Mercury,Mars's Storm,,,,Might of Tutela,,,,,,,,,,Vesta's Fire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Mercury,,,,,,Quirinus's Audacity,Jupiter's Scutum,Voice of Metus,,,,Manius's Pilum,,,,,,,,,,Minerva's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Hasta,,,,,,Quirinus's Ire,Juno's Fury,Will of Vindex,,,,Bolt of Disciplina,,,,,,,,,,Might of Ceres,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Mercury,,,,,,Quirinus's Storm,Diana's Hasta,Praetoria's Thunder,,,,Vindex's Sagitta,,,,,,,,,,Sol's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Sagitta,,,,,,Quirinus's Tempest,Apollo's Rage,Honos's Gladius,,,,Metus's Rage,,,,,,,,,,Tellus's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Valor,,,,,,Quirinus's Thunder,Pluto's Sagitta,Fides's Thunder,,,,Tutela's Pilum,,,,,,,,,,Bacchus's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Courage,,,,,,Vindex's Chariot,Saturn's Ire,Bellona's Rage,,,,Might of Fortuna,,,,,,,,,,Tellus's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Rage,,,,,,Vindex's Courage,Fortuna's Spatha,Quirinus's Sagitta,,,,Manius's Vigil,,,,,,,,,,Sol's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Audacity,,,,,,Vindex's Gladius,Mars's Tempest,Bellona's Spatha,,,,Tychon's Courage,,,,,,,,,,Bolt of Jupiter,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bacchus's Hasta,,,,,,Vindex's Command,Apollo's Tenacity,Tychon's Audacity,,,,Fides's Chariot,,,,,,,,,,Bolt of Janus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pluto's Tenacity,,,,,,Vindex's Fire,Janus's Thunder,Scipio's Audacity,,,,Vindex's Thunder,,,,,,,,,,Juno's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fortuna's Fire,,,,,,Vindex's Vigil,Tellus's Fury,Virtus's Ire,,,,Timor's Audacity,,,,,,,,,,Might of Luna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Fortuna,,,,,,Vindex's Sagitta,Pluto's Spatha,Victoria's Fury,,,,Will of Bellona,,,,,,,,,,Janus's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Command,,,,,,Vindex's Pugio,Tellus's Fire,Justitia's Valor,,,,Vindex's Pilum,,,,,,,,,,Vulcan's Pilum,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Tempest,,,,,,Vindex's Pilum,Ceres's Hasta,Vindex's Sagitta,,,,Pavor's Thunder,,,,,,,,,,Pluto's Gladius,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Neptune,,,,,,Vindex's Spatha,Juno's Rage,Fides's Scutum,,,,Timor's Gladius,,,,,,,,,,Jupiter's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minerva's Fire,,,,,,Vindex's Hasta,Faunus's Chariot,Manius's Scutum,,,,Timor's Rage,,,,,,,,,,Apollo's Sagitta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Apollo,,,,,,Vindex's Scutum,Cupid's Gladius,Pavor's Courage,,,,Bolt of Tutela,,,,,,,,,,Juno's Command,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Thunder,,,,,,Vindex's Fury,Vesta's Sagitta,Concordia's Fire,,,,Bellona's Courage,,,,,,,,,,Tellus's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Cupid,,,,,,Vindex's Rage,Minerva's Rage,Quirinus's Ire,,,,Justitia's Valor,,,,,,,,,,Wrath of Diana,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fist of Vesta,,,,,,Vindex's Valor,Saturn's Scutum,Bolt of Tychon,,,,Tutela's Pugio,,,,,,,,,,Mars's Audacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ceres's Thunder,,,,,,Vindex's Tenacity,Saturn's Gladius,Tychon's Rage,,,,Fist of Praetoria,,,,,,,,,,Fist of Ceres,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neptune's Command,,,,,,Vindex's Audacity,Luna's Chariot,Quirinus's Command,,,,Fist of Tychon,,,,,,,,,,Fortuna's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Fire,,,,,,Vindex's Ire,Cupid's Tempest,Might of Metus,,,,Virtus's Command,,,,,,,,,,Might of Tellus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Vigil,,,,,,Vindex's Storm,Faunus's Pilum,Fortuna's Audacity,,,,Volusianus's Scutum,,,,,,,,,,Vesta's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Saturn,,,,,,Vindex's Tempest,Jupiter's Sagitta,Justitia's Storm,,,,Pavor's Hasta,,,,,,,,,,Fortuna's Spatha,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Courage,,,,,,Vindex's Thunder,Will of Fortuna,Victoria's Ire,,,,Pavor's Ire,,,,,,,,,,Sol's Fury,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cupid's Hasta,,,,,,Tychon's Chariot,Might of Saturn,Voice of Fides,,,,Virtus's Sagitta,,,,,,,,,,Vesta's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tellus's Thunder,,,,,,Tychon's Courage,Vulcan's Chariot,Volusianus's Tempest,,,,Timor's Sagitta,,,,,,,,,,Venus's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolt of Ceres,,,,,,Tychon's Gladius,Vulcan's Audacity,Tutela's Thunder,,,,Victoria's Courage,,,,,,,,,,Pluto's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter's Scutum,,,,,,Tychon's Command,Neptune's Chariot,Vindex's Vigil,,,,Justitia's Thunder,,,,,,,,,,Juno's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Gladius,,,,,,Tychon's Fire,Cupid's Audacity,Scipio's Scutum,,,,Fortuna's Sagitta,,,,,,,,,,Fortuna's Valor,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wrath of Janus,,,,,,Tychon's Vigil,Tellus's Valor,Tychon's Sagitta,,,,Pavor's Rage,,,,,,,,,,Juno's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana's Rage,,,,,,Tychon's Sagitta,Apollo's Thunder,Victoria's Rage,,,,Fist of Victoria,,,,,,,,,,Tellus's Courage,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might of Cupid,,,,,,Tychon's Pugio,Might of Tellus,Might of Quirinus,,,,Tutela's Audacity,,,,,,,,,,Ceres's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will of Apollo,,,,,,Tychon's Pilum,Bolt of Minerva,Quirinus's Fury,,,,Fides's Tenacity,,,,,,,,,,Voice of Mars,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Faunus's Chariot,,,,,,Tychon's Spatha,Luna's Command,Bellona's Gladius,,,,Tutela's Hasta,,,,,,,,,,Apollo's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesta's Tempest,,,,,,Tychon's Hasta,Luna's Vigil,Fides's Courage,,,,Ultor's Spatha,,,,,,,,,,Wrath of Bacchus,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mars's Pugio,,,,,,Tychon's Scutum,Juno's Thunder,Will of Manius,,,,Disciplina's Ire,,,,,,,,,,Fortuna's Tenacity,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venus's Valor,,,,,,Tychon's Fury,Sol's Thunder,Bellona's Command,,,,Ultor's Chariot,,,,,,,,,,Venus's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Ceres,,,,,,Tychon's Rage,Saturn's Pugio,Manius's Fire,,,,Justitia's Spatha,,,,,,,,,,Voice of Fortuna,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sol's Scutum,,,,,,Tychon's Valor,Wrath of Saturn,Wrath of Quirinus,,,,Quirinus's Pilum,,,,,,,,,,Mercury's Storm,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luna's Valor,,,,,,Tychon's Tenacity,Wrath of Tellus,Bellona's Hasta,,,,Metus's Audacity,,,,,,,,,,Tellus's Thunder,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voice of Fortuna,,,,,,Tychon's Audacity,Juno's Scutum,Justitia's Rage,,,,Bolt of Manius,,,,,,,,,,Fortuna's Hasta,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janus's Hasta,,,,,,Tychon's Ire,Neptune's Storm,Tutela's Tenacity,,,,Disciplina's Command,,,,,,,,,,Luna's Tempest,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno's Command,,,,,,Tychon's Storm,Fortuna's Fury,Manius's Storm,,,,Timor's Pugio,,,,,,,,,,Apollo's Ire,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercury's Command,,,,,,Tychon's Tempest,Apollo's Chariot,Scipio's Ire,,,,Bellona's Spatha,,,,,,,,,,Faunus's Sagitta,,,
